measure_date,form_id,water_usage,fertilizer_usage,heating_energy_usage,CO2_usage,mist_usage_time,yield
2022-11-27,id3,2002.4269,2045.0917,3995.5246,0.0,2.0994,62.906
2022-11-28,id3,988.3774,1090.4,1859.4234,0.0,2.5748,62.906
2022-11-29,id3,988.3774,1124.064,13527.4648,0.0,2.555,62.906
2022-11-30,id3,2015.2629,2062.9757,17334.3912,74.72,1.0596,62.906
2022-12-01,id3,2015.2629,2025.6297,19786.8399,12.4533,2.2777,62.906
2022-12-02,id3,2015.2629,1975.6596,22441.334,62.2667,3.169,62.906
2022-12-03,id3,988.3774,1017.8118,33078.1367,0.0,3.8226,62.906
2022-12-04,id3,1399.1316,1357.6085,41747.0973,37.36,3.9117,62.906
2022-12-05,id3,1809.8858,1747.9012,22199.7871,62.2667,2.5154,62.906
2022-12-06,id3,988.3774,931.5477,24571.5521,149.44,2.2183,62.906
2022-12-07,id3,1450.4759,1630.6029,27756.0373,37.36,1.8321,62.906
2022-12-08,id3,1912.5744,2259.1741,18082.3965,24.9067,2.1094,62.906
2022-12-09,id3,1476.148,1736.3291,12274.8501,12.4533,3.4265,62.906
2022-10-01,id4,1437.6398,1977.7636,0.0,0.0,2.0598,104.692
2022-10-02,id4,102.6886,151.4883,0.0,0.0,0.0,104.692
2022-10-03,id4,513.4428,820.5615,0.0,0.0,0.0,104.692
2022-10-04,id4,616.1313,955.2177,0.0,0.0,0.0,104.692
2022-10-05,id4,1232.2627,1721.0751,1011.4039,0.0,0.2377,104.692
2022-10-06,id4,718.8199,988.8818,0.0,0.0,0.1684,104.692
2022-10-07,id4,1488.9841,1731.5951,4621.6639,0.0,0.0495,104.692
2022-10-08,id4,2105.1154,2282.8441,3364.6789,0.0,0.1287,104.692
2022-10-09,id4,744.492,779.5334,4784.2079,1594.0263,0.0,104.692
2022-10-10,id4,1514.6562,1662.163,9827.4442,1158.1598,0.5546,104.692
2022-10-11,id4,2105.1154,2209.204,5446.1506,0.0,0.6041,104.692
2022-10-12,id4,2105.1154,2417.5004,4667.8889,0.0,0.4852,104.692
2022-10-13,id4,3388.7224,2311.7742,581.5951,0.0,0.3862,104.692
2022-10-14,id4,2669.9025,1734.7511,3457.6332,622.6665,0.6635,104.692
2022-10-15,id4,3517.0831,2081.9118,2723.0753,3287.6793,1.6142,104.692
2022-10-16,id4,1861.2301,1137.2141,2477.158,236.6133,0.2575,104.692
2022-10-17,id4,3927.8373,2579.5087,9968.9769,3611.4659,2.1094,104.692
2022-10-18,id4,3722.4602,2523.7526,12634.565,0.0,1.9113,104.692
2022-10-19,id4,3401.5585,3253.8419,7837.246,0.0,1.6736,104.692
2022-10-20,id4,3054.9846,3644.1346,6113.8083,0.0,2.1094,104.692
2022-10-21,id4,2246.3122,2992.4194,750.0223,0.0,0.1684,104.692
2022-10-22,id4,3209.0174,4274.2837,3597.485,0.0,0.6338,104.692
2022-10-23,id4,2875.2796,3411.6422,4646.0371,0.0,0.6536,104.692
2022-10-24,id4,5853.2478,4604.0863,9918.5496,0.0,0.3169,104.692
2022-10-25,id4,2759.755,1754.7392,4530.0542,0.0,0.3268,104.692
2022-10-26,id4,3119.1649,2636.8428,3704.2228,0.0,0.5843,104.692
2022-10-27,id4,2592.8861,1867.8294,3914.8409,0.0,0.0891,104.692
2022-10-28,id4,2182.1319,1768.4152,4675.7892,0.0,0.0,104.692
2022-10-29,id4,2220.6401,1536.9748,2520.0213,0.0,0.0,104.692
2022-10-30,id4,2220.6401,1680.047,2482.7051,0.0,0.0099,104.692
2022-10-31,id4,2759.755,2223.932,4035.026,0.0,0.0,104.692
2022-11-01,id4,1476.148,92.0502,1787.1442,0.0,0.0,104.692
2022-11-02,id4,2734.0829,2241.2901,4903.5526,0.0,0.2476,104.692
2022-11-03,id4,1476.148,1110.914,2067.0158,0.0,0.0,104.692
2022-11-04,id4,3286.0339,2211.834,6336.5289,0.0,0.0792,104.692
2022-11-05,id4,3029.3125,1890.4474,3729.9408,0.0,0.1684,104.692
2022-11-06,id4,2528.7057,1635.337,4048.8095,0.0,0.1089,104.692
2022-11-07,id4,2336.1647,1490.6867,6163.8994,0.0,0.0198,104.692
2022-11-08,id4,2169.2958,1531.7148,6621.1071,0.0,0.0,104.692
2022-11-09,id4,2336.1647,1907.8054,0.0,0.0,0.0,104.692
2022-11-10,id4,2169.2958,2406.9804,430.6493,0.0,0.0,104.692
2022-11-11,id4,2669.9025,2865.1272,6802.1412,0.0,0.0396,104.692
2022-11-12,id4,1668.6891,1777.8832,4087.1343,0.0,0.0,104.692
2022-11-13,id4,667.4756,752.1814,7774.2118,0.0,0.0,104.692
2022-11-14,id4,1501.8202,1743.6932,10488.0421,0.0,0.0,104.692
2022-11-15,id4,1001.2134,1182.9761,13857.4275,0.0,0.0,104.692
2022-11-16,id4,2503.0336,2974.5354,9618.507,0.0,0.0,104.692
2022-11-17,id4,2503.0336,2393.3043,3006.6449,0.0,0.0,104.692
2022-11-18,id4,2669.9025,2475.3605,5102.4043,0.0,0.0,104.692
2022-11-19,id4,2503.0336,2256.5441,1337.1644,0.0,0.0,104.692
2022-11-20,id4,1501.8202,1319.7364,6914.7622,0.0,0.0,104.692
2022-11-21,id4,2169.2958,2003.5376,23575.1082,0.0,0.0,104.692
2022-11-22,id4,1001.2134,916.2937,1128.2272,0.0,0.0,104.692
2022-11-23,id4,2336.1647,2550.5786,1856.0616,0.0,0.0,104.692
2022-11-24,id4,2336.1647,2591.6067,5012.4756,0.0,0.0,104.692
2022-11-25,id4,2169.2958,2249.7061,2280.4915,0.0,0.0297,104.692
2022-11-26,id4,2169.2958,2448.0084,2071.7224,0.0,0.0891,104.692
2022-11-27,id4,2336.1647,2441.1704,1337.5006,0.0,0.099,104.692
2022-11-28,id4,834.3445,793.2094,3036.0608,0.0,0.0396,104.692
2022-11-29,id4,667.4756,683.8012,4303.1313,0.0,0.0,104.692
2022-11-30,id4,2169.2958,2420.6564,6463.4377,0.0,0.5447,104.692
2022-12-01,id4,2169.2958,2324.9242,11300.7624,0.0,0.2575,104.692
2022-12-02,id4,2169.2958,2646.3108,12565.1434,0.0,0.1485,104.692
2022-12-03,id4,500.6067,588.0691,16362.3206,0.0,0.0396,104.692
2022-12-04,id4,1168.0823,1415.4686,12033.9756,0.0,0.0297,104.692
2022-12-05,id4,2169.2958,2612.1207,17146.9697,0.0,0.1386,104.692
2022-12-06,id4,834.3445,1039.3779,19299.3758,0.0,0.1386,104.692
2022-12-07,id4,1334.9513,1593.2569,15039.1077,0.0,0.0198,104.692
2022-12-08,id4,2503.0336,2748.881,12586.6591,0.0,0.0297,104.692
2022-12-09,id4,1180.9184,1115.648,8947.4875,0.0,0.0297,104.692
